player_id,class_field,college_level_projection,uc_score,last,first,effective_school_name,college_enrolled,school_city,state,county,position_played,position_projected,height,weight,wingspan,forty,shuttle,vertical,track60m,track100m,track200m,broad,trackLJ,highJump,trackSP,discus,updated,head_coach,player_head_shot,camp_event_videos,hudl_video_link,college_offers,commit,max_speed_video,query_name,wiki_year,wiki_round,wiki_pick,wiki_team,wiki_pos,wiki_college
85046983,2020,Group of 5,,Cornelius,Ajani,Archbishop Stepinac High School,Oregon,White Plains,NY,Westchester,OG,OG,76.0,315,,,,,,,,,,,,,2022-12-27T12:47:36Z,Michael O'Donnell,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Ajani_Cornelius.jpg,[],https://www.hudl.com/profile/8213231/Ajani-Cornelius,", Bryant, Hampton, Howard, Morgan State, Rhode Island, Syracuse",Rhode Island,,Ajani Cornelius,2025,6,204,Dallas Cowboys,T,Oregon
85001946,2021,Power 5,0.7356828193832599,Conner,Hayden,James E. Taylor High School,,Katy,TX,Harris,OT,OT,77.5,317,79.0,5.49,4.74,21.9,,,,,,,,,2022-05-27T17:42:15Z,Chad Simmons,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Hayden_Conner.JPG,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Hayden_ConnerHOU.mp4', 'text': 'UA Houston 4/15/18'}, {'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Hayden_ConnerTEST.mp4', 'text': 'UA Houston Testing'}, {'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Hayden_ConnerHOU19.mp4', 'text': 'UA Houston 2/17/2019'}]",http://www.hudl.com/profile/8972226/Hayden-Conner,"Baylor, Colorado, Florida State, Georgia, Houston, Indiana, Kansas State, Louisiana State, Miami (Fl), Michigan, Missouri, Nebraska, Oklahoma, Oklahoma State, Syracuse, Texas, Texas A&M, Vanderbilt, Wisconsin",Texas,,Hayden Conner,2025,6*,211,Arizona Cardinals,G,Texas
85026752,2021,Not Rated,,Nelson,Jack,Skyline High School,,Mesa,AZ,Maricopa,QB,,76.0,190,,,,,,,,,,,,,2020-10-15T14:27:43Z,Angelo Paffumi,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Jack_Nelson21.jpg,[],https://www.hudl.com/profile/7885902/Jack-Nelson/about,,,,Jack Nelson,2025,7,218,Atlanta Falcons,T,Wisconsin
85014072,2020,Group of 5,0.6766519823788546,Bryant,Marcus,Cedar Ridge High School,SMU,Round Rock,TX,Williamson,OT,OT,78.0,232,79.0,5.371,5.194,31.5,,,,102.0,,,,,2024-02-21T15:08:45.464Z,Samuel Robinson,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Marcus_BryantTX20.jpg,[],https://www.hudl.com/profile/8290291/Marcus-Bryant,"Incarnate Word, Smu",Missouri,,Marcus Bryant,2025,7,220,New England Patriots,T,Missouri
85009079,2020,Power 5,0.3673611111111111,Monheim,Jonah,Moorpark High School,,Moorpark,CA,Ventura,OT,OG,76.5,278,75.0,5.76,5.104,18.5,,,,,,,,,2019-08-26T00:46:15Z,Ryan Huisenga,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Jonah_Monheim.jpg,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Jonah_MonheimLA.mp4', 'text': 'UA LA 3/3/2019'}]",https://www.hudl.com/profile/1860178/Jonah-Monheim,"Alabama, Arizona, Arizona State, Auburn, Cal, Columbia, Dartmouth, Harvard, Indiana, Kansas State, Michigan, Michigan State, Nevada, Notre Dame, Oklahoma, Oregon, Oregon State, Penn State, Pittsburgh, Princeton, San Diego State, Southern California, Stanford, Tcu, Utah, Vanderbilt, Virginia, Washington, Washington State, Yale",Southern California,,Jonah Monheim,2025,7,221,Jacksonville Jaguars,C,USC
85016859,2020,Group of 5,,Richman,Mason,Blue Valley High School,,Overland Park,KS,Johnson,DE,DE,78.0,252,,,,,,,,,,,,,2019-06-13T16:09:24Z,Allen Terrell,,[],http://www.hudl.com/profile/7936605/Mason-Richman,"Air Force, Akron, Ball State, Illinois State, Iowa, Kansas, Kent State, North Dakota, Northern Illinois, Ohio, South Dakota, South Dakota State, Toledo",Iowa,,Mason Richman,2025,7,234,Seattle Seahawks,T,Iowa
85006649,2021,Elite Power 5,0.7140969162995594,Dellinger,Garrett,Clarkston High School,,Clarkston,MI,Oakland,OG,OT,76.75,279,79.0,,4.62,,,,,,,,,,2020-06-25T00:05:14Z,Kurt Richardson,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Garrett_Dellinger.jpg,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Garrett_DellingerF50.mp4', 'text': 'Future 50 1/2/2020'}]",http://www.hudl.com/profile/4168497/Garrett-Dellinger,"Alabama, Arizona State, Auburn, Florida, Kentucky, Louisiana State, Michigan, Michigan State, Minnesota, Northwestern, Notre Dame, Ohio State, Penn State, Syracuse, Toledo, Wisconsin",Louisiana State,,Garrett Dellinger,2025,7,243,Baltimore Ravens,G,LSU
85010054,2021,Power 5,0.9041666666666668,Colby,Connor,John F. Kennedy High School,,Cedar Rapids,IA,Linn,OG,OG,77.0,268,78.0,5.26,4.57,26.3,,,,,,,,,2020-12-15T17:31:54Z,Brian White,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Connor_Colby.jpg,[],https://www.hudl.com/profile/9688467/Connor-Colby,"Iowa, Iowa State, Michigan, Michigan State, Minnesota, Nebraska, Ohio State, Virginia Tech",Iowa,,Connor Colby,2025,7*,249,San Francisco 49ers,G,Iowa
81002640,2019,Elite Power 5,0.826431718061674,Green,Kenyon,Atascocita High School,,Humble,TX,Harris,OT,OT,77.0,317,84.0,5.56,5.27,25.6,,,,,,,,,2021-04-26T17:04:24Z,Craig Stump,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Kenyon_Green.JPG,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Kenyon_Green_Nike.mp4', 'text': 'Nike 3/19/17'}, {'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Kenyon_GreenF50.mp4', 'text': 'F50 1/4/18'}, {'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Kenyon_GreenHOU.mp4', 'text': 'UA Houston 4/15/18'}]",http://www.hudl.com/athlete/3750927/kenyon-green,"Alabama, Arkansas, Baylor, Colorado, Florida, Florida State, Georgia, Houston, Louisiana State, Michigan, Mississippi, Mississippi State, Nebraska, Notre Dame, Oklahoma, Oklahoma State, Oregon, Tcu, Tennessee, Texas, Texas A&M, Texas State, Ucla",Texas A&M,,Kenyon Green,2022,1,15,Houston Texans,G,Texas A&M
85030639,2017,Group of 5,,Johnson,Zion,Riverdale Baptist High School,,Upper Marlboro,MD,Prince George's,OT,OG,76.0,250,,,,,,,,,,,,,2021-01-24T03:11:32Z,Ceasar Nettles,,[],https://www.hudl.com/profile/5602391/Zion-Johnson,,,,Zion Johnson,2022,1,17,Los Angeles Chargers,G,Boston College
85002500,2019,Power 5,0.7079254079254079,Smith,Tyler,Salem High School,Chattanooga,Conyer,GA,Rockdale,WR,WR,72.0,176,74.0,4.759,4.458,34.6,,,,109.0,,,,,2023-12-07T17:59:28.249Z,Jarrett Laws,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Tyler_SmithSalem.jpg,"[{'text': 'UA ATL 4/22/18', 'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Tyler_SmithSalem.mp4'}, {'text': 'ATL Testing 4/22/18', 'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Tyler_SmithTEST.mp4'}]",http://www.hudl.com/profile/6061494/tyler-smoke-smith,"App State, Ball State, Bowling Green, Coastal Carolina, Florida Atlantic, Florida International, Georgia Southern, Marshall, Miami (Oh), South Carolina, South Florida, Troy, Tulane, UAB, Western Kentucky",,"{'text': '', 'link': ''}",Tyler Smith,2022,1,24,Dallas Cowboys,T,Tulsa
85030739,2017,Power 5,0.37783171521035597,Smith,Lecitus,Fitzgerald High School,,Fitzgerald,GA,Ben Hill,TE,TE,75.0,253,,5.25,4.8,26.3,,,,,,,,,2021-01-25T22:57:00Z,Tucker Pruitt,,[],https://www.hudl.com/profile/4805757/Lecitus-Smith,", Arkansas, Cincinnati, Georgia State, South Florida",Virginia Tech,,Lecitus Smith,2022,6*,215,Arizona Cardinals,G,Virginia Tech
85030898,2018,Power 5,0.9581497797356828,Walker,Rasheed,North Point High School,,Waldorf,MD,Charles,OT,OT,78.0,295,,5.35,4.83,24.9,,,,,,,,,2021-02-04T23:57:25Z,Thomas Petre,,[],https://www.hudl.com/profile/4530899/Rasheed-Walker,"Arizona State, Michigan, Minnesota, Notre Dame, Southern California",Penn State,,Rasheed Walker,2022,7,249,Green Bay Packers,T,Penn State
85002541,2020,Elite Power 5,0.9625550660792952,Johnson Jr.,Paris,Princeton High School,,Cincinnati,OH,Hamilton,OT,OT,79.0,290,84.5,5.07,4.53,32.5,,,,,,,,,2022-09-07T13:17:13Z,Mike Daniels,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Paris_JohnsonJr.JPG,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Paris_JohnsonJrNike..mp4', 'text': 'Nike Tenn 5/19/19'}]",https://www.hudl.com/profile/8003056/Paris-Johnson-Jr,"Alabama, Arizona State, Arkansas, Auburn, Bowling Green, Cal, Cincinnati, Clemson, Colorado, Duke, Florida, Florida State, Georgia, Georgia Tech, Indiana, Iowa State, Kentucky, Louisiana State, Louisville, Maryland, Miami (Fl), Miami (Oh), Michigan, Michigan State, Minnesota, Mississippi, Nebraska, North Carolina, Northwestern, Notre Dame, Ohio, Ohio State, Oklahoma, Oregon, Penn State, Pittsburgh, Rutgers, South Carolina, Southern California, Stanford, Tennessee, Texas, Texas A&M, Toledo, Ucla, Vanderbilt, Virginia, Wake Forest",Ohio State,,Paris Johnson Jr.,2023,1,6,Arizona Cardinals,T,Ohio State
85005847,2020,Elite Power 5,0.8898678414096917,Jones,Broderick,Lithonia High School,,Lithonia,GA,Dekalb,OT,OT,78.0,300,84.25,5.503,5.374,21.0,,,,,,,,,2023-02-23T21:05:28Z,Marcus Jelks,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Broderick_Jones.jpg,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Broderick_Jones.mp4', 'text': 'UA ATL 4/22/18'}, {'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Broderick_JonesTEST.mp4', 'text': 'ATL Testing 4/22/18'}, {'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Broderick_JonesF50.mp4', 'text': 'F50 1/3/2019'}]",https://www.hudl.com/profile/8638687/Broderick-Jones,"Alabama, Arkansas, Auburn, Georgia, Illinois, Maryland, Tennessee",Georgia,,Broderick Jones,2023,1,14,Pittsburgh Steelers,T,Georgia
85010227,2019,Power 5,,Jones,Dawand,Ben Davis High School,,Indianapolis,IN,Marion,OT,OT,80.0,320,,,,,,,,,,,,,2023-02-23T21:11:18Z,Jason Simmons,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Dawand_Jones.jpg,[],https://www.hudl.com/profile/7348711/Dawand-Jones,"Ball State, Cincinnati, Indiana, Kent State, Mississippi State, Southern California",,,Dawand Jones,2023,4,111,Cleveland Browns,T,Ohio State
85006577,2019,Power 5,0.8180555555555555,Robinson,Layden,Manvel High School,,Manvel,TX,Brazoria,OT,OG,75.0,300,,5.9,5.12,21.4,,,,,,,,,2022-09-07T18:17:02Z,Kevin Hall,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Layden_Robinson.jpg,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Layden_Robinson.mp4', 'text': 'UA Houston 4/15/18'}]",https://www.hudl.com/profile/9841970/Layden-Robinson/highlights,", Alcorn State, Colorado State, Houston, Howard, Kansas, Louisiana Lafayette, Louisiana Tech, Memphis, Nebraska, North Texas, Northwestern State, Pittsburgh, South Alabama, Southern, Southern Miss, Syracuse, Texas A&M, Texas El Paso, Texas San Antonio, Tulane",Texas A&M,,Layden Robinson,2024,4,103,New England Patriots,G,Texas A&M
85024061,2021,Power 5,,Jones,Christian,San Luis Obispo High School,,San Luis Obispo,CA,San Luis Obispo,OT,OT,80.0,320,,,,,,,,,,,,,2020-07-24T19:04:14Z,Patrick Johnson,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Christian_JonesCA.png,[],https://www.hudl.com/profile/9528573/Christian-Jones,"San Diego, San Diego State, San Jose State",San Diego State,,Christian Jones,2024,5,162,Arizona Cardinals,T,Texas
85003979,2021,Power 5,0.98125,Jackson,Donovan,Episcopal High School,,Bellaire,TX,Harris,OT,OG,76.0,308,83.0,5.27,4.63,32.2,,,,,,,625.25,,2022-05-27T17:42:14Z,Steve Leisz,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Donovan_Jackson.JPG,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Donovan_JacksonHOU.mp4', 'text': 'UA Houston 4/15/18'}, {'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Donovan_JacksonTEST.mp4', 'text': 'UA Houston Testing'}, {'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Donovan_JacksonHOU19.mp4', 'text': 'UA Houston 2/17/2019'}]",https://www.hudl.com/profile/10015742/Donovan-Jackson,"Alabama, Arkansas, Baylor, Colorado, Duke, Florida, Georgia, Georgia Tech, Houston, Kansas, Louisiana State, Memphis, Michigan, Michigan State, Mississippi State, Nebraska, Northwestern, Notre Dame, Ohio State, Oklahoma, Oklahoma State, Oregon, Smu, Stanford, Syracuse, Tcu, Tennessee, Texas, Texas A&M, Texas Tech, Vanderbilt, Virginia Tech, Wisconsin",Ohio State,,Donovan Jackson,2025,1,24,Minnesota Vikings,G,Ohio State
85025807,2022,Power 5,0.1519823788546255,Jones,Emery,Catholic High School,,Baton Rouge,LA,East Baton Rouge,OT,OT,75.5,330,78.0,6.09,5.78,15.0,,,,75.0,,,,,2021-10-15T18:40:08Z,David Simoneaux,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Emery_Jones.jpg,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Emery_JonesUC.mp4', 'text': 'ESPN MS 6/14/2020'}]",https://www.hudl.com/profile/11404934/Emery-Jones,"Alabama, Arkansas, Auburn, Colorado, Florida, Florida State, Houston, Louisiana Lafayette, Louisiana State, Mississippi, Tennessee, Texas A&M, Tulane, Virginia",Louisiana State,,Emery Jones Jr.,2025,3,91,Baltimore Ravens,T,LSU
85019844,2021,Power 5,,Wilson,Jared,West Forsyth High School,,Clemmons,NC,Forsyth,OT,OG,76.0,335,,,,,,,,,,,,,2020-08-04T11:59:46Z,Adrian Snow,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Jared_Wilson.jpg,[],https://www.hudl.com/profile/9467090/Jared-Wilson,"Akron, Alabama, Arkansas, Auburn, Charlotte, Clemson, Duke, Florida, Florida State, Georgia, Nc State, North Carolina, Ohio State, South Carolina, Syracuse",Georgia,,Jared Wilson,2025,3,95,New England Patriots,C,Georgia
85014201,2020,Power 5,0.4713656387665198,Taylor,Branson,Elyria Catholic High School,,Elyria,OH,Lorain,OT,OT,77.5,310,81.0,5.59,5.014,18.9,,,,,,,,,2019-08-24T23:00:43Z,Dave Stupka,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Branson_Taylor.jpg,"[{'link': 'https://s3-us-west-2.amazonaws.com/media.ucreport.com/videos/Branson_TaylorOH.mp4', 'text': 'UA Ohio 4/14/2019'}]",http://www.hudl.com/profile/8206925/Branson-Taylor,"Akron, Ball State, Cincinnati, Indiana, Iowa State, Kansas, Kent State, Kentucky, Louisville, Maryland, Michigan State, Minnesota, Missouri, Pittsburgh, Purdue, Rutgers, Syracuse, Tennessee, Toledo, West Virginia",Pittsburgh,,Branson Taylor,2025,6,199,Los Angeles Chargers,T,Pittsburgh
85017105,2020,Group of 5,,Williams,Cameron,Loganville High School,Georgia State,Loganville,GA,Gwinnett,DE,DE,78.0,233,,,,,,,,,,,,,2022-09-26T19:09:44Z,Mike Humphreys,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/Cameron_WilliamsTROY.jpg,[],https://www.hudl.com/profile/8339034/Cameron-Williams,"Air Force, Troy, Western Kentucky",Michigan State,,Cameron Williams,2025,6,207,Philadelphia Eagles,T,Texas
85008069,2020,Group of 5,,Williams,John,Bolingbrook High School,,Bolingbrook,IL,Will,OT,OT,77.0,300,,,,,,,,,,,,,2019-04-07T23:11:33Z,John Ivlow,https://s3-us-west-2.amazonaws.com/media.ucreport.com/headshots/John_Williams.jpg,[],https://www.hudl.com/profile/10497801/John-Williams,"Cincinnati, Kansas State, Northern Illinois, Temple",Cincinnati,,John Williams,2025,7*,250,Green Bay Packers,G,Cincinnati
